SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SALONA,EQ,185,204,185,202.85,204,186.2,15180,2998925.1,12-AUG-2021,934,INE498E01010,
SALSTEEL,BE,13.3,13.3,13.3,13.3,13.3,14,275772,3667767.6,12-AUG-2021,573,INE658G01014,
SALZERELEC,EQ,165,170.75,163.05,166.45,167,162.55,125234,20903137.85,12-AUG-2021,5389,INE457F01013,
SAMBHAAV,BE,3.1,3.4,3.1,3.25,3.3,3.25,23203,75565.6,12-AUG-2021,82,INE699B01027,
SANCO,EQ,9.1,9.15,8.3,8.85,9.15,8.75,36348,323333.55,12-AUG-2021,128,INE782L01012,
SANDESH,EQ,889.85,895,882.1,889.35,886,879.75,1850,1646129.4,12-AUG-2021,355,INE583B01015,
SANDHAR,EQ,278,279.45,272,272.5,272.05,273.55,61961,17019916.45,12-AUG-2021,2883,INE278H01035,
SANGAMIND,EQ,147.15,152.9,146.05,146.2,146.05,153.7,120426,17795015.25,12-AUG-2021,1326,INE495C01010,
SANGHIIND,EQ,74.9,78.4,74.5,76.5,76.15,74.4,972870,74872792.8,12-AUG-2021,7209,INE999B01013,
SANGHVIMOV,EQ,193.75,197.25,190.25,194.95,197.25,193.75,116156,22500611.2,12-AUG-2021,6063,INE989A01024,
SANGINITA,EQ,27.9,28.9,26.65,28.7,28.7,26.4,166620,4632681.1,12-AUG-2021,1438,INE753W01010,
SANOFI,EQ,8780.05,8895,8780.05,8827.4,8820,8822.6,21608,190954002.8,12-AUG-2021,3130,INE058A01010,
SANWARIA,BZ,0.7,0.75,0.7,0.7,0.75,0.7,971672,692529.4,12-AUG-2021,350,INE890C01046,
SARDAEN,BE,748,779,740,770.5,769,744.1,37169,28377774.7,12-AUG-2021,957,INE385C01013,
SAREGAMA,BE,3401,3499,3401,3485.15,3465,3474.95,3653,12638216.45,12-AUG-2021,992,INE979A01017,
SARLAPOLY,EQ,45.95,48.4,44.8,46.5,46.6,44.65,934343,43602706.7,12-AUG-2021,8840,INE453D01025,
SARVESHWAR,SM,21,21,20.1,20.1,20.1,20.7,4800,99360,12-AUG-2021,3,INE324X01018,
SASKEN,EQ,1229.7,1272,1229.7,1268.5,1271,1221.25,25448,31948207.15,12-AUG-2021,3153,INE231F01020,
SASTASUNDR,BE,309,312.5,285.45,296.3,299.95,300.4,53434,16168253.95,12-AUG-2021,893,INE019J01013,
SATIA,EQ,96.85,101.55,95.05,100.25,100.05,95.5,492810,49012518.5,12-AUG-2021,6216,INE170E01023,
SATIN,EQ,80.25,81,79.05,79.75,79.35,80.2,102143,8166738,12-AUG-2021,1900,INE836B01017,
SBCL,EQ,167,177.2,165.25,167,169.4,166.75,59440,10218058.1,12-AUG-2021,2142,INE386D01027,
SBICARD,EQ,1032,1038.9,1019,1030.85,1030.75,1032.6,645518,665259149.05,12-AUG-2021,27467,INE018E01016,
SBIETFCON,EQ,65.09,65.09,63.34,64.82,64.82,64.69,6702,433055.65,12-AUG-2021,78,INF200KA1X17,
SBIETFIT,EQ,324.99,331.68,319,328.54,328.6,322.05,3086,1007784.55,12-AUG-2021,134,INF200KA1S14,
SBIETFPB,EQ,186.6,187.2,185.47,186.1,185.6,185.54,589,109537.21,12-AUG-2021,21,INF200KA1S22,
SBIETFQLTY,EQ,144,144.8,141.44,143.77,143.23,143.44,1313,188759.16,12-AUG-2021,98,INF200KA1WX6,
SBILIFE,EQ,1136.3,1150.95,1128.55,1134.05,1134,1135.4,1054244,1198741171.05,12-AUG-2021,39586,INE123W01016,
SBIN,EQ,430,430.45,425,427.15,427.6,428.05,16847144,7196700786.55,12-AUG-2021,172042,INE062A01020,
SCAPDVR,BE,3.6,3.6,3.6,3.6,3.6,3.45,30177,108637.2,12-AUG-2021,35,INE224E01036,
SCHAEFFLER,EQ,6818,6820.1,6650,6712.2,6740,6709.85,8750,58842810.75,12-AUG-2021,4657,INE513A01014,
SCHAND,EQ,126,131.35,125.05,126.35,126.1,125.1,131977,17016408.3,12-AUG-2021,3501,INE807K01035,
SCHNEIDER,EQ,122.85,129.5,122.85,127.8,127.35,122.85,755300,96009257.2,12-AUG-2021,9627,INE839M01018,
SCI,EQ,105.55,106.65,104.5,105.8,105.8,105.05,944655,99602451.9,12-AUG-2021,5941,INE109A01011,
SDBL,EQ,41.2,44.1,40.3,43.3,43.4,42.2,229807,9866679.3,12-AUG-2021,1744,INE480C01020,
SEAMECLTD,EQ,663.45,702,663.45,692.15,690.55,659.85,70228,48476511.9,12-AUG-2021,1914,INE497B01018,
SECURCRED,SM,30.05,30.05,30.05,30.05,30.05,30.1,600,18030,12-AUG-2021,1,INE195Y01010,
SECURKLOUD,EQ,87.7,105.8,87.7,103.5,104.5,89,305770,30002265.9,12-AUG-2021,7048,INE650K01021,
SELAN,EQ,143.5,147.95,141.25,147.05,146,141.5,47322,6916179.15,12-AUG-2021,2564,INE818A01017,
SEPOWER,EQ,8.4,8.45,7.7,8.45,8.45,8.05,41165,344480.25,12-AUG-2021,111,INE735M01018,
SEQUENT,EQ,235.15,269.9,235.15,265.7,267.45,239.4,7544162,1935533314.2,12-AUG-2021,104913,INE807F01027,
SERVOTECH,SM,26.8,26.8,26.8,26.8,26.8,28,4000,107200,12-AUG-2021,1,INE782X01017,
SESHAPAPER,EQ,189,193.8,188.6,191.75,191.95,187.45,51925,9961146.85,12-AUG-2021,2144,INE630A01024,
SETCO,EQ,19.35,19.4,18.05,18.6,18.05,18.7,385117,7254285.75,12-AUG-2021,935,INE878E01021,
SETF10GILT,EQ,203.1,204.8,203.1,204.79,204.79,204.75,3,612.69,12-AUG-2021,3,INF200KA1JT1,
SETFGOLD,EQ,4160.45,4172,4150.1,4166.35,4165,4134.65,3975,16543915.35,12-AUG-2021,697,INF200K01099,
SETFNIF50,EQ,168.9,168.9,165.51,166.58,166.7,165.95,104173,17340888.88,12-AUG-2021,1248,INF200KA1FS1,
SETFNIFBK,EQ,358,360,357,359.43,360,357.46,193910,69445142.42,12-AUG-2021,439,INF200KA1580,
SETFNN50,EQ,408,411.9,406.95,409.6,410.98,408.98,2129,870580.81,12-AUG-2021,302,INF200KA1598,
SETUINFRA,BE,1.3,1.4,1.3,1.35,1.4,1.35,351916,473009.6,12-AUG-2021,260,INE023M01027,
SEYAIND,EQ,65,66.95,65,66.95,66.95,63.8,30438,2027814.75,12-AUG-2021,348,INE573R01012,
SFL,EQ,2311.5,2322.4,2295.1,2316.2,2319.35,2300,4591,10624519.85,12-AUG-2021,1298,INE916U01025,
SGBAPR28I,GB,4697.99,4697.99,4671,4690.15,4695,4700,1240,5817870.68,12-AUG-2021,58,IN0020200062,
SGBAUG24,GB,4700,4730,4662,4680.32,4666.1,4699.84,96,451071.5,12-AUG-2021,35,IN0020160027,
SGBAUG27,GB,4797,4797,4661.21,4696,4696,4666,85,399125.61,12-AUG-2021,23,IN0020190107,
SGBAUG28V,GB,4799.95,4799.95,4750.92,4759.53,4760,4767.46,1453,6910878.85,12-AUG-2021,343,IN0020200161,
SGBDC27VII,GB,4748.4,4748.4,4746.7,4746.7,4746.7,4654.05,3,14243.5,12-AUG-2021,2,IN0020190461,
SGBDEC2513,GB,4700,4700,4700,4700,4700,4681,2,9400,12-AUG-2021,2,IN0020170158,
SGBDEC26,GB,4766,4766,4766,4766,4766,4773,4,19064,12-AUG-2021,2,IN0020180389,
SGBFEB24,GB,4719,4719,4645,4681,4681,4639.33,184,862421.54,12-AUG-2021,37,IN0020150101,
SGBFEB27,GB,4698.98,4698.98,4670,4670,4670,4705,15,70339.8,12-AUG-2021,2,IN0020180561,
SGBFEB28IX,GB,4700,4731,4700,4701.1,4701.1,4710.99,23,108181.8,12-AUG-2021,6,IN0020190545,
SGBFEB29XI,GB,4665,4730,4665,4676,4676,4665,60,280202.3,12-AUG-2021,22,IN0020200393,
SGBJ28VIII,GB,4709.9,4709.9,4650,4650,4650,4630.17,39,181749.9,12-AUG-2021,5,IN0020190537,
SGBJAN26,GB,4719,4719,4719,4719,4719,4700,1,4719,12-AUG-2021,1,IN0020170166,
SGBJAN27,GB,4718.99,4718.99,4675,4675,4675,4618.97,11,51600.96,12-AUG-2021,2,IN0020180462,
SGBJAN29IX,GB,4718.93,4719.95,4701.05,4715.26,4714.5,4718.93,143,673467.02,12-AUG-2021,44,IN0020200377,
SGBJAN29X,GB,4685.77,4739.95,4685.77,4726.67,4700.11,4685.77,67,315797.7,12-AUG-2021,23,IN0020200385,
SGBJU29III,GB,4695,4725,4695,4719,4719,4698,46,216379.05,12-AUG-2021,19,IN0020210087,
SGBJUL25,GB,4699.99,4699.99,4695.8,4695.8,4695.8,4638.36,7,32895.38,12-AUG-2021,4,IN0020170034,
SGBJUL27,GB,4745.99,4745.99,4618,4729.99,4729.99,4618,8,37555.97,12-AUG-2021,7,IN0020190081,
SGBJUL28IV,GB,4661.03,4686,4661.03,4680.59,4675.5,4683.39,202,945172.38,12-AUG-2021,46,IN0020200146,
SGBJUL29IV,GB,4650.01,4788,4640.01,4738,4738,4676,258,1213084.16,12-AUG-2021,93,IN0020210111,
SGBJUN27,GB,4686.6,4686.61,4685.9,4685.9,4685.9,4630,39,182762.04,12-AUG-2021,9,IN0020190073,
SGBJUN28,GB,4681.05,4692,4660,4679.53,4670,4650.7,280,1309945.88,12-AUG-2021,45,IN0020200104,
SGBJUN29II,GB,4652,4710,4651,4705.75,4701,4697.8,85,398813.1,12-AUG-2021,27,IN0020210061,
SGBMAR24,GB,4688,4700,4688,4699.99,4699.99,4739,215,1010125.05,12-AUG-2021,19,IN0020150119,
SGBMAR25,GB,4652.5,4768,4650,4675.01,4675.01,4652.66,6,28048.01,12-AUG-2021,4,IN0020160126,
SGBMAR28X,GB,4636,4690,4636,4689,4689,4636.2,3,14015,12-AUG-2021,3,IN0020190552,
SGBMAY25,GB,4650,4789,4635,4700,4700,4639.08,178,829562.05,12-AUG-2021,34,IN0020170018,
SGBMAY26,GB,4718.9,4718.9,4699.9,4700,4700,4631,6,28218.7,12-AUG-2021,3,IN0020180033,
SGBMAY28,GB,4645,4667,4633,4636.49,4633,4631.81,4062,18844526.07,12-AUG-2021,209,IN0020200088,
SGBMAY29I,GB,4688.8,4749,4645.1,4652.44,4651.1,4628.69,2240,10424396.31,12-AUG-2021,273,IN0020210053,
SGBMR29XII,GB,4658.47,4683,4650.05,4678.25,4670.36,4658.47,294,1372994.58,12-AUG-2021,47,IN0020200427,
SGBN28VIII,GB,4721,4760,4701,4732.04,4743.99,4730,212,1005331.73,12-AUG-2021,33,IN0020200286,
SGBNOV23,GB,4719,4774,4700,4710,4710,4698.89,160,755273.56,12-AUG-2021,21,IN0020150085,
SGBNOV24,GB,4692,4692,4652,4666,4666,4680,18,84112,12-AUG-2021,11,IN0020160076,
SGBNOV258,GB,4699,4699,4651,4651,4651,4700,9,41979,12-AUG-2021,3,IN0020170109,
SGBNOV25IX,GB,4680,4680,4675,4675,4675,4675,9,42100,12-AUG-2021,2,IN0020170117,
SGBNOV25VI,GB,4680,4680,4680,4680,4680,4680,5,23400,12-AUG-2021,1,IN0020170083,
SGBNOV26,GB,4660,4698.95,4660,4698.95,4698.95,4627.1,7,32658.95,12-AUG-2021,3,IN0020180314,
SGBOC28VII,GB,4705,4748,4705,4717.5,4717.5,4705,84,396041.4,12-AUG-2021,27,IN0020200203,
SGBOCT25,GB,4700,4700,4700,4700,4700,4670,50,235000,12-AUG-2021,8,IN0020170059,
SGBOCT25IV,GB,4782,4782,4727,4750,4750,4773,23,109074,12-AUG-2021,8,IN0020170067,
SGBOCT25V,GB,4700,4700,4630,4630,4630,4700,3,13977,12-AUG-2021,3,IN0020170075,
SGBOCT26,GB,4700,4725,4650.13,4675.07,4650.13,4724.3,11,51425.78,12-AUG-2021,4,IN0020180249,
SGBOCT27,GB,4645,4700,4635.11,4689,4689,4645,25,117204.11,12-AUG-2021,6,IN0020190370,
SGBOCT27VI,GB,4655,4670,4615,4626.5,4615,4645.44,226,1046875.03,12-AUG-2021,34,IN0020190388,
SGBSEP24,GB,4700,4700,4644.01,4660.01,4660.01,4669.96,24,111589.23,12-AUG-2021,5,IN0020160043,
SGBSEP27,GB,4650,4655,4650,4655,4655,4636.05,2,9305,12-AUG-2021,2,IN0020190115,
SGBSEP28VI,GB,4715,4750,4711,4745,4745,4715.16,202,954340.78,12-AUG-2021,56,IN0020200195,
SGIL,EQ,165.05,179,165.05,177.95,178.8,164.25,17660,3093099.15,12-AUG-2021,342,INE00QT01015,
SGL,EQ,14.45,15.25,13.15,13.95,14,14.45,144121,2058192.05,12-AUG-2021,609,INE353H01010,
SHAKTIPUMP,EQ,690.7,738.15,684.2,734.8,735,680.3,85834,62082467.5,12-AUG-2021,4872,INE908D01010,
SHALBY,EQ,186.05,198.35,186.05,197.15,197,186.15,622868,120635680.9,12-AUG-2021,9555,INE597J01018,
SHALPAINTS,EQ,102,105.5,102,104.6,104.45,102.4,102092,10624244.8,12-AUG-2021,2389,INE849C01026,
SHANKARA,EQ,589,616.95,587.8,602.2,602.5,584.55,270133,163348788.05,12-AUG-2021,14542,INE274V01019,
SHANTIGEAR,EQ,176.85,193.05,176.8,190,189.95,176.85,417143,77515201.3,12-AUG-2021,16971,INE631A01022,
SHARDACROP,EQ,315.3,322.1,313,315.1,318,312.2,186041,58794088.1,12-AUG-2021,6178,INE221J01015,
SHARDAMOTR,BE,638,660,620,643.7,639,633.35,18407,11858584.1,12-AUG-2021,527,INE597I01028,
SHAREINDIA,EQ,540,558,534.2,546.9,547.8,536.95,61600,33567283.1,12-AUG-2021,4049,INE932X01018,
SHARIABEES,EQ,426.42,426.42,416,422.94,422,420.1,314,132190.87,12-AUG-2021,41,INF732E01128,
SHEMAROO,EQ,119.7,121.6,117.05,118.85,119,117.1,56335,6747588.05,12-AUG-2021,1164,INE363M01019,
SHIL,BE,376.8,387,370.95,379.55,386,370.95,44960,16949531.85,12-AUG-2021,329,INE05AN01011,
SHILPAMED,EQ,587.45,615,583.65,607.4,609,586.35,450005,268775599.75,12-AUG-2021,9917,INE790G01031,
SHIVAMAUTO,EQ,24.2,25,23.5,24.4,24.4,23.55,47921,1172739.65,12-AUG-2021,438,INE637H01024,
SHIVAMILLS,EQ,87.2,96.3,87.2,91.45,90.65,91.75,147920,13584195.15,12-AUG-2021,2288,INE644Y01017,
SHIVATEX,EQ,187.95,210,184.9,204.3,202,183.9,38905,7796295.8,12-AUG-2021,3030,INE705C01020,
SHK,EQ,154.8,155.5,150.15,152.2,152.2,152.45,686243,104098253.45,12-AUG-2021,6178,INE500L01026,
SHOPERSTOP,EQ,236.7,255.45,235.25,248.1,247.8,233.2,913321,227188089.15,12-AUG-2021,21986,INE498B01024,
SHRADHA,EQ,52.1,54.95,52.1,52.65,54.95,53,246,12979.95,12-AUG-2021,16,INE715Y01015,
SHREDIGCEM,EQ,80.7,86,80.45,85.4,85,80.3,583979,48815158.4,12-AUG-2021,5894,INE232A01011,
SHREECEM,EQ,26700,27062.15,26500.05,26593,26625,26547.5,75502,2021359805.4,12-AUG-2021,23562,INE070A01015,
SHREEPUSHK,EQ,164.75,174.35,162.1,171.35,171.9,161.1,82314,13874592.2,12-AUG-2021,3855,INE712K01011,
SHREERAMA,EQ,13.7,13.95,13.05,13.7,13.75,13.4,87874,1202982.05,12-AUG-2021,341,INE879A01019,
SHRENIK,EQ,1.45,1.65,1.45,1.65,1.65,1.5,3077877,4950155.15,12-AUG-2021,1542,INE632X01030,
SHREYANIND,EQ,130,134,123.35,131.7,134,126.1,79561,10297681.9,12-AUG-2021,2745,INE231C01019,
SHREYAS,EQ,216,216,216,216,216,205.75,10895,2353320,12-AUG-2021,69,INE757B01015,
SHRIPISTON,BE,984,984,935,969,969,983.65,1091,1033794.1,12-AUG-2021,114,INE526E01018,
SHRIRAMCIT,EQ,1780,1874,1777.5,1810.25,1813.8,1809.75,27099,49923193.3,12-AUG-2021,4573,INE722A01011,
SHRIRAMEPC,EQ,5.15,5.4,5.1,5.35,5.4,5.15,770688,4117483.2,12-AUG-2021,569,INE964H01014,
SHUBHLAXMI,SM,11.55,11.55,11.55,11.55,11.55,12.05,1000,11550,12-AUG-2021,1,INE01Z401013,
SHYAMCENT,EQ,16.1,16.1,15.55,15.65,15.7,15.4,1501636,23666613.35,12-AUG-2021,995,INE979R01011,
SHYAMMETL,EQ,408.55,419.7,405.95,417.3,416.5,406.5,790842,327639424.6,12-AUG-2021,16074,INE810G01011,
SHYAMTEL,BE,12.2,12.2,12.2,12.2,12.2,12.8,200,2440,12-AUG-2021,1,INE635A01023,
SICAL,EQ,11.85,12.65,11.5,12.55,12.65,11.5,510075,6222623.1,12-AUG-2021,1107,INE075B01012,
SIDDHIKA,SM,58.5,58.5,58.5,58.5,58.5,58.5,2000,117000,12-AUG-2021,1,INE0A1E01018,
SIEMENS,EQ,2170.9,2207,2140.1,2191.95,2197,2191.4,812617,1769489000.7,12-AUG-2021,51576,INE003A01024,
SIGIND,EQ,51.25,53.55,50.05,53.35,53.55,51,28811,1516258.35,12-AUG-2021,512,INE529F01035,
SIGMA,SM,237.5,237.5,237.5,237.5,237.5,250,3000,712500,12-AUG-2021,1,INE0A0S01010,
SIKKO,SM,29.8,29.8,29.8,29.8,29.8,28.5,16000,476800,12-AUG-2021,2,INE112X01017,
SIL,BE,16.35,16.8,16.35,16.4,16.4,16.35,8682,144613.75,12-AUG-2021,44,INE173A01025,
SILGO,EQ,35.05,37.45,34.5,35.45,35.35,35.15,28743,1035130.95,12-AUG-2021,263,INE01II01013,
SILINV,BE,282.1,306.4,280,306.4,306.4,291.85,5312,1570182.5,12-AUG-2021,41,INE923A01015,
SILLYMONKS,EQ,20.3,20.3,19.7,20.1,20.1,19.55,1714,34546.8,12-AUG-2021,42,INE203Y01012,
SILVERTUC,SM,125.1,125.5,124.95,125.45,125.45,125,15000,1878050,12-AUG-2021,10,INE625X01018,
SIMBHALS,BE,32.45,32.45,29.45,30.65,30.1,31,31593,972865.5,12-AUG-2021,228,INE748T01016,
SIMPLEXINF,EQ,39,40.6,39,40.6,40.6,38.7,92142,3730614,12-AUG-2021,540,INE059B01024,
SINTERCOM,EQ,85,90,84.35,89.75,90,83.1,24703,2183075.45,12-AUG-2021,534,INE129Z01016,
SINTEX,EQ,4,4.3,3.95,4.05,4.1,4,3619820,14939931.55,12-AUG-2021,4572,INE429C01035,
SIRCA,EQ,329,344.9,324.9,340,341.95,324.95,152359,51506387.35,12-AUG-2021,5493,INE792Z01011,
SIS,EQ,440.05,472,440.05,467.55,465.9,442.8,342133,158158899.55,12-AUG-2021,11237,INE285J01028,
SITINET,EQ,1.6,1.7,1.6,1.65,1.65,1.65,8923645,14399714.7,12-AUG-2021,1365,INE965H01011,
SIYSIL,EQ,369.5,394.9,368,386.5,390,365.75,110679,42744127.8,12-AUG-2021,5622,INE076B01028,
SJVN,EQ,26.9,27.1,26.75,26.9,26.95,26.65,1500406,40476622.45,12-AUG-2021,6591,INE002L01015,
SKFINDIA,EQ,2838,2838,2795,2808.4,2800,2803.05,32635,91966092.95,12-AUG-2021,3329,INE640A01023,
SKIL,EQ,3.55,3.75,3.5,3.75,3.75,3.6,101258,369507,12-AUG-2021,119,INE429F01012,
SKIPPER,EQ,86.75,88,84.95,85.65,85.7,82.9,326950,28137915.9,12-AUG-2021,5576,INE439E01022,
SKMEGGPROD,EQ,80.45,83,80,82.25,82.05,80.1,104546,8551397.3,12-AUG-2021,1894,INE411D01015,
SMARTLINK,EQ,112.25,116.7,108.5,113.45,114,110.9,71530,8079052.8,12-AUG-2021,2989,INE178C01020,
SMCGLOBAL,EQ,83.55,84.35,79.75,83,83.05,84.35,532499,43925002.7,12-AUG-2021,5536,INE103C01036,
SMLISUZU,EQ,584.95,598.95,581.05,590.2,590,579.15,26370,15627703,12-AUG-2021,2643,INE294B01019,
SMSLIFE,EQ,755.05,763,731.85,747.75,755,746.7,11218,8377234.7,12-AUG-2021,1140,INE320X01016,
SMSPHARMA,EQ,179.4,183.55,178.4,181.75,182.05,176.5,72664,13199958.45,12-AUG-2021,1995,INE812G01025,
SNOWMAN,EQ,45.5,46.9,45.5,46.45,46.7,45.2,674049,31231532.3,12-AUG-2021,4083,INE734N01019,
SOBHA,EQ,588,611.55,588,608.5,609,585.85,158411,95594153.6,12-AUG-2021,8806,INE671H01015,
SOFTTECH,SM,120,120,118.5,118.55,118.5,120.8,25600,3046800,12-AUG-2021,15,INE728Z01015,
SOLARA,EQ,1765,1765.55,1689.7,1738.15,1735.5,1760.1,61452,106472373.5,12-AUG-2021,4553,INE624Z01016,
SOLARINDS,EQ,1690,1740,1690,1725.65,1738,1681.55,30821,53136874.55,12-AUG-2021,4756,INE343H01029,
SOLEX,SM,49.65,49.65,49.65,49.65,49.65,49.65,2000,99300,12-AUG-2021,1,INE880Y01017,
SOMANYCERA,BE,676,680,650,665.25,665.65,668.45,27163,18015815.25,12-AUG-2021,2125,INE355A01028,
SOMATEX,EQ,7,7.45,6.6,7.2,7.2,7,9325,66967.5,12-AUG-2021,40,INE314C01013,
SOMICONVEY,EQ,46.2,49.05,44.85,49.05,49.05,44.6,16709,797764.85,12-AUG-2021,241,INE323J01019,
SONACOMS,EQ,503.7,508.75,486.85,491.25,492.2,498.9,1918516,951418834,12-AUG-2021,46032,INE073K01018,
SONAMCLOCK,SM,58,58.7,57,58.7,58.7,58.85,9000,521100,12-AUG-2021,3,INE00LM01011,
SONATSOFTW,EQ,835,863.95,833.35,843.55,844,832.85,211592,179569213.35,12-AUG-2021,11260,INE269A01021,
SORILINFRA,EQ,113.95,121.5,112.45,119.05,118,112.4,65315,7661270.5,12-AUG-2021,1139,INE034H01016,
SOTL,EQ,1646.2,1699,1641,1677.15,1680.5,1626.3,29867,50092776.3,12-AUG-2021,3443,INE035D01012,
SOUTHBANK,EQ,9.9,10.15,9.85,10.1,10.1,9.8,8190895,82173660.05,12-AUG-2021,36405,INE683A01023,
SOUTHWEST,EQ,80.65,84.65,76.65,84.45,84.55,80.65,161695,13156851.7,12-AUG-2021,1310,INE980Y01015,
SPAL,EQ,332,334.9,322.95,331.15,333,321.65,51572,16980010.15,12-AUG-2021,3132,INE212I01016,
SPANDANA,EQ,648,659.7,646.5,649.85,650.5,642.7,95076,61922147.95,12-AUG-2021,4014,INE572J01011,
SPARC,EQ,277.7,284,273.8,281.9,280,277.05,877169,245684175.55,12-AUG-2021,13314,INE232I01014,
SPECIALITY,EQ,71.95,74.5,69.4,71.95,72.85,68.2,526040,37836492.15,12-AUG-2021,9975,INE247M01014,
SPENCERS,EQ,95,98.3,95,96.9,97.4,94.85,894235,86671035.15,12-AUG-2021,12067,INE020801028,
SPENTEX,BZ,1.5,1.5,1.5,1.5,1.5,1.55,17206,25809,12-AUG-2021,30,INE376C01020,
SPIC,EQ,54.25,59.5,54.25,57.7,58,53.7,1606966,91908166,12-AUG-2021,10294,INE147A01011,
SPICEJET,EQ,68.45,72.5,68.05,71.3,71.6,67.85,7139526,505010492.7,12-AUG-2021,35685,INE285B01017,
SPLIL,EQ,52,54.15,51,53.15,54,50.9,89363,4746844.75,12-AUG-2021,2063,INE978G01016,
SPMLINFRA,BE,14.6,14.9,13.85,14.35,14.5,14.55,29884,425494.2,12-AUG-2021,170,INE937A01023,
SPTL,EQ,4,4.2,4,4.2,4.2,4,433483,1812212.05,12-AUG-2021,320,INE501W01021,
SREEL,EQ,154.1,167.9,154.1,165.4,165.95,154.1,46057,7569439.85,12-AUG-2021,1685,INE099F01013,
SREIBNPNCD,NJ,317,317,310,313.38,310,317,31,9715,12-AUG-2021,2,INE881J07EL2,
SREIBNPNCD,NL,310,378,310,345,345,378,33,11134,12-AUG-2021,3,INE881J07EN8,
SREIBNPNCD,NN,500,500,500,500,500,562.99,5,2500,12-AUG-2021,1,INE881J07EP3,
SREIBNPNCD,NX,300,360,300,360,360,300,130,43800,12-AUG-2021,9,INE872A07UA9,
SREIBNPNCD,Y1,323.8,349.98,320,349.98,349.98,312.25,7,2393.7,12-AUG-2021,3,INE872A07UI2,
SREIBNPNCD,Y2,320,320,320,320,320,320,75,24000,12-AUG-2021,7,INE872A07UJ0,
SREIBNPNCD,Y3,670,670,660,660.6,660.6,570,17,11288.2,12-AUG-2021,6,INE872A07UK8,
SREIBNPNCD,Y8,266.2,266.2,266.2,266.2,266.2,301.66,30,7986,12-AUG-2021,1,INE872A07UR3,
SREINFRA,BE,9.05,9.4,8.6,9.3,9.4,9.05,626698,5719792,12-AUG-2021,1273,INE872A01014,
SRF,EQ,8740,8911.85,8610,8804.1,8800.2,8763,185907,1639108542.2,12-AUG-2021,21801,INE647A01010,
SRHHYPOLTD,EQ,322,328,319.4,325,324.4,315.95,14117,4582839.15,12-AUG-2021,1096,INE917H01012,
SRIPIPES,EQ,212,217.85,211.3,214.7,214.8,211,129412,27769173.8,12-AUG-2021,4732,INE943C01027,
SRPL,BE,32.15,32.35,30.55,32.35,32.35,32.15,1493,45900.1,12-AUG-2021,22,INE008Z01012,
SRTRANSFIN,EQ,1301.5,1319.5,1287.25,1309.4,1306.65,1295,828802,1083158259.35,12-AUG-2021,27503,INE721A01013,
SRTRANSFIN,YH,1020,1020,1018.15,1019.19,1019.5,1019,300,305662.5,12-AUG-2021,4,INE721A07NT3,
SRTRANSFIN,YI,1072,1072,1065.5,1066.09,1065.5,1063.83,125,133350,12-AUG-2021,5,INE721A07NU1,
SRTRANSFIN,YK,1030.3,1030.3,1020.2,1028,1028,1035,59,60676.1,12-AUG-2021,3,INE721A07NW7,
SRTRANSFIN,YL,1070,1070,1065,1065.11,1065,1065,2177,2322348,12-AUG-2021,25,INE721A07NX5,
SRTRANSFIN,YO,1025.1,1025.1,1025.1,1025.1,1025.1,1025.26,10,10251,12-AUG-2021,1,INE721A07OB9,
SRTRANSFIN,YQ,1075.1,1076,1075.1,1075.1,1075.1,1075,378,406405.8,12-AUG-2021,5,INE721A07OD5,
SRTRANSFIN,YR,1095,1095,1095,1095,1095,1190,20,21900,12-AUG-2021,1,INE721A07OE3,
SRTRANSFIN,YT,1281,1281.1,1280.1,1281.1,0.0,1280,60,76838.5,12-AUG-2021,5,INE721A07OG8,
SRTRANSFIN,YV,1030,1030,1016.16,1027.51,1022,1032.25,221,226652.35,12-AUG-2021,14,INE721A07OM6,
SRTRANSFIN,YW,1050.1,1050.1,1050.1,1050.1,1050.1,1130,200,210020,12-AUG-2021,3,INE721A07ON4,
SRTRANSFIN,YX,1050,1059.8,1050,1059.8,1059.8,1051.2,263,278110,12-AUG-2021,4,INE721A07OO2,
SRTRANSFIN,YZ,1159.9,1160,1150,1159,1160,1160,210,243582.5,12-AUG-2021,4,INE721A07OQ7,
SRTRANSFIN,Z1,1255.25,1255.25,1255.25,1255.25,1255.25,1255.01,50,62762.5,12-AUG-2021,1,INE721A07OR5,
SRTRANSFIN,Z5,1050,1050,1050,1050,1050,1040,2,2100,12-AUG-2021,1,INE721A07PA8,
SRTRANSFIN,Z6,1010.1,1010.1,1009,1009,1009,1020,240,242280,12-AUG-2021,6,INE721A07PB6,
SRTRANSFIN,ZC,1225,1235,1121,1235,1235,1235.01,275,329700,12-AUG-2021,6,INE721A07PH3,
SRTRANSFIN,ZD,1000,1000,1000,1000,1000,1000,1,1000,12-AUG-2021,1,INE721A07PI1,
SRTRANSFIN,ZF,1000,1025,1000,1023.75,1017,1075,626,632682.5,12-AUG-2021,26,INE721A07PK7,
SRTRANSFIN,ZG,1062,1062,1062,1062,1062,1059.72,50,53100,12-AUG-2021,1,INE721A07PL5,
SSINFRA,SM,9.75,9.75,9.75,9.75,9.75,9.55,3000,29250,12-AUG-2021,1,INE182Z01015,
